item_id,genre
aristotle-art-poetry,Early works
mikhailovich-grand-duke,Biography
morley-one-act-plays,Drama
hutchinson-one-increasing-purpose,Fiction
duranty-one-life-one,Fiction
duranty-one-life-one,History
merrick-one-mans-view,Fiction
barney-one-legion,Fiction
powys-penitent,Fiction
hewlett-open-country-comedy,Fiction
carswell-open-door,Fiction
gascoyne-opening-day,Fiction
davis-opening-door-novel,Fiction
gibbs-ordeal-england,History
brooks-ordeal-mark-twain,Biography
meredith-ordeal-richard-feverel,Novels
meredith-ordeal-richard-feverel,Presentation copies
colvin-origins-empire,History
woolf-orlando-biography,Fiction
trollope-orley-farm,Fiction
wylie-orphan-angel,Fiction
harris-oscar-wilde-life,Biography
buck-gods-american-legend,Fiction
oshaughnessy-ways-flesh,Fiction
maynard-best-poets-english,"Criticism, interpretation, etc."
canby-house,Fiction
wilder-town,Acting editions
wilder-town,Domestic drama
wilder-town,Drama
wilder-town,Metadramas
drinkwater-outline-literature,"Criticism, interpretation, etc."
leacock-footlights,Anecdotes
leacock-footlights,Humor
quiller-couch-oxford-book-english,Fiction
bradley-oxford-lectures-poetry,Aufsatzsammlung
bradley-oxford-lectures-poetry,"Criticism, interpretation, etc."
bradley-oxford-lectures-poetry,Poetry
masterman-oxford-tragedy,Fiction
johns-pagany-native-quarterly,Fiction
wilson-painted-room,Fiction
hardy-pair-blue-eyes,Fiction
saltus-paliser-case,Fiction
wilcox-pan-pipes-woodland,Drama
wilcox-pan-pipes-woodland,One-act plays
macleish-panic,Acting editions
macleish-panic,Drama
macleish-panic,Plays (Performed Works)
macleish-panic,Scripts (Documents)
chesterton-paradoxes-mr-pond,Fiction
zola-paris-three-cities,Fiction
thackeray-paris-sketch-book,Fiction
stewart-parody-outline-history,History
stewart-parody-outline-history,Parodies
christie-partners-crime,Detective and mystery fiction
christie-partners-crime,Detective and mystery stories
christie-partners-crime,Domestic fiction
christie-partners-crime,Fiction
mackenzie-passionate-elopement,Fiction
walkley-pastiche-prejudice,"Criticism, interpretation, etc."
dunsany-patches-sunlight,Biography
trites-paterfamilias,Fiction
galsworthy-patrician,Fiction
buck-patriot,Fiction
shephard-paul-bunyan,Fiction
saroyan-peace-wonderful,Fiction
saroyan-peace-wonderful,Short stories
phillpotts-peacock-house-mysteries,Fiction
de-la-mare-peacock-pie-book,Bookplates
de-la-mare-peacock-pie-book,Children's books
de-la-mare-peacock-pie-book,Cloth case bindings
de-la-mare-peacock-pie-book,Dust jackets
de-la-mare-peacock-pie-book,Fiction
de-la-mare-peacock-pie-book,Line blocks
de-la-mare-peacock-pie-book,Poems
de-la-mare-peacock-pie-book,Three colour process (printing) frontispieces
murry-pencillings-little-essays,"Criticism, interpretation, etc."
gerhardie-pending-heaven-novel,English fiction
gerhardie-pending-heaven-novel,Fiction
locke-perella,Fiction
riley-personal-appearance-new,Comedy plays
riley-personal-appearance-new,Drama
riley-personal-appearance-new,Royalty plays
du-maurier-peter-ibbetson,Fiction
barrie-peter-pan,Fiction
forster-pharos-pharillon,Fiction
read-phases-english-poetry,"Criticism, interpretation, etc."
sedgwick-philippa,Fiction
vachell-phoebes-guest-house,Fiction
wodehouse-piccadilly-jim,Fiction
wodehouse-piccadilly-jim,Humorous fiction
picked-company,Fiction
clement-picture-dead-portrait,Fiction
melville-pierre-ambiguities,Autobiographical fiction
melville-pierre-ambiguities,Domestic fiction
melville-pierre-ambiguities,Fiction
melville-pierre-ambiguities,Psychological fiction
langland-piers-ploughman,Poetry
butler-pigs-pigs,Fiction
cannan-pink-roses,Fiction
benson-pipers-dancer,Fiction
mendes-pitch-lake-story,Caribbeana
mendes-pitch-lake-story,Fiction
herbst-pity-enough,Fiction
gorman-place-called-dagon,Fiction
bryher-players-boy,Fiction
bryher-players-boy,History
gayley-plays-forefathers-traditions,"Criticism, interpretation, etc."
meyerstein-pleasure-lover,Fiction
sitwell-pleasures-poetry-critical,"Criticism, interpretation, etc."
lawrence-plumed-serpent,Fiction
plutarch-plutarchs-lives,Biography
plutarch-plutarchs-lives,Early works
tarkington-plutocrat,Fiction
emerson-poems,Albumen prints
emerson-poems,Photographs
emerson-poems,Publishers' advertisements
emerson-poems,Stereographs
eliot-poems,Poems
eliot-poems,Poetry
spender-poems,Lask Poetry Collection
spender-poems,Poetry
cronyn-poems,Periodicals
villon-poems,Handmade papers
villon-poems,Translations
merrild-poet-two-painters,Biographies
merrild-poet-two-painters,Biography
linklater-poets-pub,Fiction
bridges-poetical-works,Fiction
young-poetical-works-edward,Poems
monroe-poetry,Periodicals
ridley-poetry-ordinary-reader,Poetry
spender-poetry-since-1939,"Criticism, interpretation, etc."
monroe-poets-art,"Criticism, interpretation, etc."
kelly-pogo-party,"Comic books, strips, etc."
kelly-pogo-party,Comics (Graphic works)
kelly-pogo-party,Fantasy literature
kelly-pogo-party,Graphic novels
kelly-pogo-party,Humorous comics
huxley-point-counter-point,Fiction
huxley-point-counter-point,Satire
allingham-police-funeral,Fiction
allingham-police-funeral,Mystery fiction
hayes-political-cultural-history,History
aristotle-politics,Early works
gerhardie-polyglots,Fiction
joyce-pomes-penyeach,Poetry
anderson-poor-white,Fiction
hoult-poor-women,Fiction
rosenfeld-port-new-york,"Criticism, interpretation, etc."
williams-portcullis-room,Mystery fiction
mcalmon-portrait-generation,Private press books (Publishing)
james-portrait-lady,Fiction
bibesco-portrait-caroline,Fiction
freeman-portrait-george-moore,Bibliography
nathan-portrait-jennie,Fiction
joyce-portrait-artist-young,Fiction
scott-portrait-zelide,Romans (teksten)
maccarthy-portraits,Biography
boyd-portraits-real-imaginary,"Criticism, interpretation, etc."
mcalmon-post-adolescence-selection,Fiction
cain-postman-always-rings,Fiction
bell-pot-boilers,"Criticism, interpretation, etc."
macaulay-potterism,Fiction
greene-power-glory,Fiction
bojer-power-lie,Fiction
ward-powys-brothers-study,Biographies
ward-powys-brothers-study,Biography
rossetti-pre-raphaelite-diaries,Diaries
edel-prefaces-henry-james,Biography
granville-barker-prefaces-shakespeare,"Criticism, interpretation, etc."
fletcher-preludes-symphonies,Poems
coward-present-indicative,Biography
hurst-president-born,Fiction
bennett-pretty-lady,Biography
bennett-pretty-lady,Fiction
austen-pride-prejudice,Fiction
trollope-prime-minister,Fiction
kessel-princes-night,Fiction
erskine-private-life-helen,Fiction
freud-problem-lay-analyses,Biography
cather-professors-house,Fiction
calmer-proletarian-literature-united,Fiction
sidgwick-promise,Fiction
drinkwater-prose-papers,"Criticism, interpretation, etc."
wodehouse-psmith-journalist,Fiction
nicolson-public-faces,Fiction
benson-pull-devil-pull,Biography
taylor-punch,Zeitschrift
punch-judy,History
hudson-purple-land,Historical fiction
ofaolain-purse-coppers-short,Fiction
palmer-puzzle-blue-banderilla,Fiction
faulkner-pylon,Fiction
guedalla-queen-mr-gladstone,History
tennyson-queen-mary-drama,Biography
tennyson-queen-mary-drama,Drama
queen-victoria,Biography
queen-victoria,History
adams-queens-gate-mystery,Fiction
rhys-rabindranath-tagore-biographical,Biography
roberts-rachel-marr,Fiction
frank-rahab,Fiction
lawrence-rainbow,Fiction
grey-rainbow-trail-romance,Fiction
louis-bromfield-rains-came,Fiction
ford-rash-act,Fiction
zinsser-rats-lice-history,History
fisher-raw-material,Fiction
lodge-raymond-life-death,Personal narratives
fletcher-rayner-slade-amalgamation,Fiction
fletcher-rayner-slade-amalgamation,Mystery fiction
tate-reactionary-essays-poetry,"Criticism, interpretation, etc."
carr-reader-warned,Fiction
read-reason-romanticism-essays,"Criticism, interpretation, etc."
wiggin-rebecca-sunnybrook-farm,Bildungsromane
wiggin-rebecca-sunnybrook-farm,Fiction
wiggin-rebecca-sunnybrook-farm,Juvenile works
wiggin-rebecca-sunnybrook-farm,Publishers' advertisements
morris-rebellious-puritan-portrait,Biography
figgis-recollections-irish-war,History
wallace-red-aces-three,Fiction
wallace-red-aces-three,Mystery and detective fiction
stendhal-red-black,Fiction
stendhal-red-black,History
crane-red-badge-courage,Fiction
stout-red-bull-buried,Fiction
stout-red-bull-buried,Mystery fiction
davies-red-hills,Fiction
packard-red-ledger,Fiction
packard-red-ledger,Mystery and detective fiction
packard-red-ledger,Mystery fiction
deeping-red-saint,Fiction
deeping-red-saint,History
kennedy-red-sky-morning,Fiction
smith-red-wagon-story,Fiction
forsythe-redder-rose,Humor
lawrence-reflections-death-porcupine,Fiction
bennett-regent-five-towns,Adventure fiction
bennett-regent-five-towns,Fiction
goldring-reputations-essays-criticism,"Criticism, interpretation, etc."
dobree-restoration-comedy-1660,"Criticism, interpretation, etc."
baum-results-accident,Fiction
kennedy-return-dare,Fiction
steen-return-heroine,Fiction
chesterton-return-don-quixote,Fiction
hardy-return-native,Fiction
adams-revelry,Fiction
adams-revelry,Roman américain
yeats-reveries-childhood-youth,Biography
white-revolution-tanners-lane,Fiction
meredith-rhoda-fleming,English fiction
meredith-rhoda-fleming,Fiction
meredith-rhoda-fleming,History
bennett-riceyman-steps,Fiction
hudson-richard-kurt,Fiction
hudson-richard-myrtle,Fiction
belloc-richelieu-study,Biography
belloc-richelieu-study,History
molony-riddle-irish,Biography
wodehouse-right-ho-jeeves,Fiction
montague-right-map,Fiction
montague-right-map,History
montague-right-map,Novels
browning-ring-book,Fiction
howells-rise-silas-lapham,Fiction
cabell-rivet-grandfathers-neck,Allegories
cabell-rivet-grandfathers-neck,Fantastic fiction
cabell-rivet-grandfathers-neck,Fiction
cabell-rivet-grandfathers-neck,Historical fiction
deeping-road,Fiction
colum-road-round-ireland,"Criticism, interpretation, etc."
lowes-road-xanadu,Biography
aldington-roads-glory,Fiction
ferber-roast-beef-medium,Fiction
scott-rob-roy,Fiction
scott-rob-roy,Roman anglais
baring-robert-peckham,Fiction
defoe-robinson-crusoe,Fiction
drinkwater-robinson-england,Fiction
eliot-rock,Juvenile works
connolly-rock-pool,Fiction
james-roderick-hudson,Fiction
walpole-rogue-herries,Fiction
adams-rogues-fall,Fiction
boyd-roll-river,Fiction
boyd-roll-river,Printed books
sinclair-romantic,Fiction
carr-romantic-exiles-nineteenth,Biography
seymour-romantic-tradition,Fiction
borrow-romany-rye,Romans (teksten)
forster-room-view,Fiction
montague-rough-justice,Fiction
conrad-rover,Fiction
conrad-rover,Historical fiction
conrad-rover,Novels
conrad-rover,Sea fiction
conrad-rover,Sea stories
irwin-royal-flush-story,Fiction
irwin-royal-flush-story,History
stern-rueful-mating,English fiction
stern-rueful-mating,Fiction
wickenden-running-deer,Fiction
cozzens-s-s-san,Fiction
cozzens-s-s-san,Powieść amerykańska
garnett-sailors-return,Fiction
shaw-saint-joan-chronicle,Toneelstukken (teksten)
sabatini-saint-martins-summer,Fiction
sabatini-saint-martins-summer,Historical fiction
isherwood-sally-bowles,Autobiographical fiction
isherwood-sally-bowles,Fiction
isherwood-sally-bowles,Novels
hergesheimer-san-cristobal-habana,Biography
faulkner-sanctuary,Fiction
burnett-sara-crewe-happened,Fiction
burnett-sara-crewe-happened,Short stories
geller-sarah-bernhardt,Biography
smith-satans-circus-stories,Fiction
smith-satans-circus-stories,Short stories
wheatley-saturday-hazeldines,Fiction
sillitoe-saturday-night-sunday,Fiction
mckenna-saviours-society-first,Fiction
chesterton-scandal-father-brown,Fiction
chesterton-scandal-father-brown,Mystery and detective fiction
chesterton-scandal-father-brown,Mystery fiction
greig-scheherazade-future-english,"Criticism, interpretation, etc."
hamblin-school-paris,Fiction
schumann-schumanns-johannes-brahms,Records and correspondence
waugh-scoop,Fiction
haskell-sculptor-speaks,Biography
wells-sea-lady,Fiction
fisher-seasoned-timber,Fiction
fisher-seasoned-timber,Roman américain
munson-secession,Broadsides
george-second-blooming,Fiction
vorse-second-cabin,Fiction
second-generation,Fiction
second-generation,Sea stories
second-generation,Short stories
kipling-second-jungle-book,Fiction
kipling-second-jungle-book,Publishers' advertisements
conrad-secret-agent-simple,Fiction
conrad-secret-agent-simple,Powieść angielska
machen-secret-glory,Fiction
blunt-secret-history-english,Biography
chesterton-secret-father-brown,Fiction
fletcher-secret-barbican-stories,Fiction
fletcher-secret-barbican-stories,Mystery and detective fiction
wells-secret-places-heart,Fiction
wells-secret-places-heart,Powieść angielska
mckenna-secretary-state,Fiction
hamsun-segelfoss-town,Fiction
swift-select-letters-jonathan,Biography
lamb-selected-letters-charles,Records and correspondence
brooke-selected-poems,Book
sandburg-selected-poems-carl,Poetry
james-sense-past,Fiction
benson-sentimentalists,Fiction
webb-seven-secret-love,Fiction
webb-seven-secret-love,Love stories
schermerhorn-seven-strings-lyre,Biography
beresford-seven-bobsworth,Fiction
conrad-shadow-line-confession,Fiction
smith-shadow-river,Bildingsromane
smith-shadow-river,Fiction
murry-shakespeare,"Criticism, interpretation, etc."
shakespeare-shakespeares-tragedies,Fiction
dowden-shakspere-critical-study,"Criticism, interpretation, etc."
hamsun-shallow-soil,Fiction
oflaherty-shame-devil,Biography
james-shatter-dream,Fiction
meredith-shaving-shagpat-farina,Fiction
symonds-shelley,Biography
brailsford-shelley-godwin-circle,Biography
peck-shelley-life-work,Biography
sassoon-sherstons-progress,Personal narratives
stern-shining-free,English fiction
green-short-history-english,History
chambers-short-life-shakespeare,Biography
chambers-short-life-shakespeare,Sources
newman-short-storys-mutations,Fiction
newman-short-storys-mutations,Short stories
rhys-shorter-novels-eighteenth,Fiction
bridges-shorter-poems,Government publication
bridges-shorter-poems,National government publication
ferber-show-boat,Domestic fiction
ferber-show-boat,Fiction
ferber-show-boat,Love stories
coleman-shutter-snow,Fiction
mims-sidney-lanier,Poetry
leslie-silent-queen,Fiction
gosse-silhouettes,"Criticism, interpretation, etc."
coppard-silver-circus,Fiction
galsworthy-silver-spoon,Fiction
cabell-silver-stallion,Fiction
hall-sinister-house,Fiction
hall-sinister-house,Ghost stories
wallace-sinister-man,Fiction
mackenzie-sinister-street,Fiction
symonds-sir-philip-sidney,Biography
konody-sir-william-orpen,Biography
dreiser-sister-carrie,Fiction
brinig-sisters,Fiction
sidgwick-six,Fiction
sidgwick-six,Roman anglais
bodenheim-sixty-seconds,Fiction
swinnerton-sketch-sinner,English fiction
adams-sloane-square-mystery,Fiction
wodehouse-small-bachelor,Fiction
wodehouse-small-bachelor,Humorous fiction
trollope-small-house-allington,Fiction
turgenev-smoke,Fiction
sandburg-smoke-steel,Poetry
stern-smoke-rings,Fiction
hawthorne-snow-image-twice,Fiction
ferber-big,Bildungsromans
ferber-big,"Criticism, interpretation, etc."
ferber-big,Fiction
ferber-big,Western stories
frankau-much-good,Fiction
young-red-rose,Fiction
young-red-rose,History
laughlin-youre-going-paris,Guidebooks
vaughan-soldier-gentlewoman,Fiction
faulkner-soldiers-pay,Fiction
mckenna-soliloquy,Fiction
raleigh-authors-collection-literary,"Criticism, interpretation, etc."
williams-great-english-novels,"Criticism, interpretation, etc."
hoare-studies-modern-novel,"Criticism, interpretation, etc."
johnson-winchester-letters-lionel,Fiction
cabell-something-eve-comedy,Fiction
wodehouse-something-fresh,Fiction
eliot-song-simeon,Paraphrases
cather-song-lark,Bildungsromans
cather-song-lark,Fiction
buck-sons,Fiction
deeping-sorrell,Fiction
wells-soul-bishop,Fiction
faulkner-sound-fury,Domestic fiction
faulkner-sound-fury,Fiction
mackenzie-south-wind-love,Fiction
struve-soviet-russian-literature,"Criticism, interpretation, etc."
smith-spanish-house,Fiction
smith-spanish-house,Novels
smith-spanish-house,Romance fiction
koestler-spanish-testament,History
koestler-spanish-testament,Personal narratives
la-farge-sparks-fly-upward,Fiction
whitman-specimen-days-america,Biography
whitman-specimen-days-america,Diaries
addison-spectator,Periodical
kaye-smith-spell-land-story,Fiction
van-vechten-spider-boy-scenario,Fiction
macy-spirit-american-literature,"Criticism, interpretation, etc."
james-spoils-poynton,Fiction
wolf-springboard,Fiction
chesterton-st-francis-assisi,Biography
lawrence-st-mawr,Fiction
paul-elliot-stars-stripes-forever,Fiction
paul-elliot-stars-stripes-forever,Historical fiction
cronin-stars-look,Fiction
day-lewis-starting-point,Fiction
steinbeck,Fiction
beer-stephen-crane-study,Biography
murry-still-life,Fiction
hanley-stoker-bush,Dust jackets
hanley-stoker-bush,Fiction
pain-stories-grey,Fiction
pain-stories-grey,Mystery and detective fiction
storm,Fiction
burnett-story-anthology-1931,Fiction
burnett-story-anthology-1931,Short stories
harrison-story-elizabethan-drama,"Criticism, interpretation, etc."
bowman-story-lewis-carroll,Fiction
jefferies-story-heart-autobiography,Biography
munthe-story-san-michele,Biographies
munthe-story-san-michele,Biography
munthe-story-san-michele,Memoirs
munthe-story-san-michele,Narratives
guerber-story-english,Biography
noguchi-story-yone-noguchi,Biography
moore-story-tellers-holiday,Fiction
stevenson-strange-case-dr,Fiction
jarrett-strange-houses-tale,Fantasy fiction
jarrett-strange-houses-tale,Fiction
west-strange-necessity-essays,"Criticism, interpretation, etc."
bennett-strange-vanguard-fantasia,Fiction
george-strangers-wedding-comedy,Fiction
gibbs-street-adventure,Fiction
gibbs-street-adventure,Powieść angielska
dos-passos-streets-night,Fiction
london-strength-strong,Fiction
farrell-studs-lonigan,Fiction
marble-study-modern-novel,"Criticism, interpretation, etc."
maugham-summing,Biography
maugham-summing,Personal correspondence
hemingway-sun-also-rises,Fiction
hemingway-sun-also-rises,History
douglas-sunday-express,General periodical
cole-superintendent-wilsons-holiday,Fiction
cole-superintendent-wilsons-holiday,Mystery fiction
kaye-smith-susan-spray,English fiction
kaye-smith-susan-spray,Fiction
kaye-smith-susan-spray,Juvenile works
conrad-suspense,Fiction
proust-swanns-way,Fiction
long-swedish-woman,Fiction
ball-swifts-verse-essay,Irish poetry
drinkwater-swinburne-estimate,"Criticism, interpretation, etc."
morley-swiss-family-manhattan,Fiction
morley-swiss-family-manhattan,Roman américain
wyss-swiss-family-robinson,Fiction
graham-swiss-sonata,Fiction
endore-sword-god-jeanne,Biography
mackenzie-sylvia-michael,Fiction
liddell-hart-e-lawrence-arabia,Biography
masefield-taking-gry,Fiction
murasaki-shikibu-tale-genji,Fiction
murasaki-shikibu-tale-genji,Novels
murasaki-shikibu-tale-genji,Parables
murasaki-shikibu-tale-genji,Psychological fiction
murasaki-shikibu-tale-genji,Romances
dickens-tale-two-cities,Fiction
morley-tales-rolltop-desk,Fiction
lawrence-tales-h-lawrence,Fiction
mann-tales-jacob,Fiction
wells-tales-unexpected,Fiction
dunsany-tales-three-hemispheres,Fiction
ludwig-talks-mussolini,Biography
ludwig-talks-mussolini,History
hawthorne-tanglewood-tales,Fantasy
hawthorne-tanglewood-tales,Fiction
williamson-tarka-otter-joyful,Fiction
masefield-tarpaulin-muster,Short stories
reed-ten-days-shook,Biography
loving-ten-minute-plays,Collections
loving-ten-minute-plays,Ten-minute plays
bronte-tenant-wildfell-hall,Fiction
lowell-tendencies-modern-american,"Criticism, interpretation, etc."
lowell-tendencies-modern-american,Page proofs
fitzgerald-tender-night,Fiction
fitzgerald-tender-night,Romance fiction
brooke-tennyson-art-relation,Biography
stern-tents-israel,Fiction
oppenheim-terrible-hobby-sir,Fiction
hardy-tess-durbervilles,Fiction
brittain-testament-friendship,Biography
brittain-testament-friendship,History
brittain-testament-youth,Biography
brittain-testament-youth,Personal narratives
hackett-nice-young-couple,Fiction
dehan-hath-wings-novel,Fiction
maugham-theatre,"Criticism, interpretation, etc."
maugham-theatre,History
isaacs-theatre-arts-monthly,Periodicals
wodehouse-mutual-child,Fiction
wodehouse-mutual-child,Humorous fiction
bibesco-return,Fiction
le-gallienne-ship-romance,Fiction
faulkner-13,Fiction
sadleir-foolish-things,Fiction
bennett-twain,Fiction
young-seek-country,Fiction
young-seek-country,History
priestley-walk-city-lovers,Fiction
priestley-walk-city-lovers,Roman anglais
macaulay-defeated,Fiction
hammett-thin-man,Fiction
bennett-things-interested-second,Fiction
west-thinking-reed,Fiction
west-thinking-reed,Genres littéraires
thompson-third-act-venice,Fiction
christie-thirteen-dinner,Fiction
christie-thirteen-dinner,Mystery fiction
benet-thirteen-oclock-stories,Fiction
bailey-mr-fortune-2,Fiction
roosevelt-story,Tekstuitgave
lewisohn-people,Fiction
walsh-quarter,Periodicals
mackworth-world,History
van-doren-first-affections,Bildungsromans
van-doren-first-affections,Fiction
hecht-thousand-one-afternoons,Literary collections
hergesheimer-three-black-pennys,American fiction
hergesheimer-three-black-pennys,Fiction
hergesheimer-three-black-pennys,Novels
mackenzie-three-couriers,Fiction
frankau-three-englishmen-romance,Fiction
stein-three-lives,Fiction
stein-three-lives,Novellas
jerome-three-men-boat,Fiction
dos-passos-three-plays,Fiction
dos-passos-three-soldiers,Fiction
hemingway-three-stories-ten,Fiction
kaye-smith-three-ways-home,Biography
clevely-three-wooden-overcoats,Fiction
van-doren-three-worlds,Biography
stern-thunderstorm,Fiction
van-vechten-tiger-house,Bibliography
lewis-time-western-man,"Criticism, interpretation, etc."
hoult-time-gentlemen-time,Fiction
roberts-time-man,Fiction
jacob-time-piece,Fiction
davies-time-laugh,Fiction
baring-tinkers-leave,Fiction
baring-tinkers-leave,Roman anglais
mcneile-tiny-carteret,Fiction
dreiser-titan,Fiction
dreiser-titan,Roman américain
cousins-beg-ashamed,Biography
lumpkin-make-bread,Fiction
woolf-lighthouse,Fiction
andreyev-stars-drama-four,Drama
benson-tobit-transplanted,Fiction
tom-brown,Fiction
hughes-tom-browns-school,Early works
hughes-tom-browns-school,Fiction
hughes-tom-browns-school,Juvenile works
collier-toms-cold-tale,Fiction
lee-tomorrow-new-day,Biography
shaw-true-good,Fiction
steinbeck-tortilla-flat,Fiction
meredith-tragic-comedians-study,Fiction
james-tragic-muse,Fiction
jolas-transition,Periodicals
stevenson-treasure-island,EBooks (Kindle)
stevenson-treasure-island,Fiction
smith-treasury-english-aphorisms,Sayings
steer-tree-gernika-field,History
maugham-trembling-leaf-little,Fiction
chesterton-tremendous-trifles,Fiction
bentley-trent-intervenes,Fiction
bentley-trents-case,Fiction
spender-trial-judge-tragedy,Tragedies
spender-trial-judge-tragedy,Tragedies (Drama)
sitwell-trio-dissertations-aspects,Fiction
wilson-triple-thinkers-ten,"Criticism, interpretation, etc."
schreiner-trooper-peter-halket,Fiction
schreiner-trooper-peter-halket,History
miller-tropic-cancer,Fiction
hergesheimer-tropical-winter,Fiction
hergesheimer-tropical-winter,"Short stories, American"
ingram-true-chatterton-new,Biography
hardy-trumpet-major,Fiction
hardy-trumpet-major,History
christie-tuesday-club-murders,Fiction
gogarty-tumbling-hay,Fiction
james-turn-screw,Fiction
gardner-turn-heat,Fiction
gardner-turn-heat,Roman américain
dreiser-twelve-men,Biography
dreiser-twelve-men,Essays
louis-bromfield-twenty-four-hours,Fiction
dawson-scott-twenty-seven-humorous,Fiction
couperus-twilight-souls,Romans (teksten)
couperus-twilight-souls,Vertalingen (vorm)
conrad-twixt-land-sea,Fiction
conrad-twixt-land-sea,Short stories
galsworthy-two-forsyte-interludes,Fiction
turgenev-two-friends-stories,Fiction
burgess-two-oclock-courage,Fiction
hardy-two-tower,Didactic fiction
hardy-two-tower,Fiction
hardy-two-tower,Love stories
huxley-two-three-graces,Fiction
bryher-two-selves,Fiction
bryher-two-selves,Novels
oflaherty-two-years,Biography
conrad-typhoon,Fiction
lowry-ultramarine,Bildungsromans
lowry-ultramarine,Fiction
lowry-ultramarine,Sea stories
joyce-ulysses,Fiction
joyce-ulysses,Piracies (Publishing)
pound-umbra-early-poems,Biography
mckenna-unburied-dead,Fiction
sinclair-uncanny-stories,Detective and mystery fiction
sinclair-uncanny-stories,Fiction
sinclair-uncanny-stories,Mystery and detective fiction
solano-uncertain-feast,Fiction
gibbs-unchanging-quest,Fiction
pudney-uncle-arthur-stories,Dust jackets
pudney-uncle-arthur-stories,Fiction
harris-uncle-remus-songs,Fiction
harris-uncle-remus-songs,Folklore
unclear-9,Ballads
unclear-9,Chapbooks
unclear-9,Specimens
unclear-9,Woodcuts (prints
unclear-19,Fiction
unclear-19,Western stories
hindus-moscow-skies,Fiction
hindus-moscow-skies,History
conrad-western-eyes,Fiction
conrad-western-eyes,History
blunden-undertones-war,Personal narratives
blunden-undertones-war,Poetry
blunden-undertones-war,Printed books
wells-undying-fire,Romans (teksten)
wodehouse-uneasy-money,Fiction
stribling-unfinished-cathedral,Fiction
smith-unforgotten-years,Biography
beresford-unity,Fiction
unknown-god,Commentaries
sayers-unnatural-death,Fiction
seymour-unquiet-field,Fiction
seymour-unquiet-field,Roman anglais
shaw-unsocial-socialist,Humor
asbury-methodism,Biography
asbury-methodism,Controversial literature
stevenson-vailima-letters-correspondence,Records and correspondence
firbank-vainglory,Fiction
fletcher-valley-headstrong-men,Biography
fletcher-valley-headstrong-men,Fiction
fletcher-valley-headstrong-men,Juvenile works
fletcher-valley-headstrong-men,Mystery fiction
snaith-van-roon,Fiction
crowninshield-vanity-fair,Periodicals
crowninshield-vanity-fair,Women's magazines (periodicals)
mackenzie-vanity-girl,Fiction
mackenzie-vanity-girl,Roman anglais
collins-vanity-sun,Fiction
cumberland-vasty-deep,Fiction
glasgow-vein-iron,Fiction
glasgow-vein-iron,Genres littéraires
mannin-venetian-blinds,Fiction
atherton-vengeful-gods-processional,Fiction
arnim-vera,Fiction
aldington-heaven,Fiction
mackenzie-vestal-fire,Fiction
chesterton-victorian-age-literature,"Criticism, interpretation, etc."
gorman-victorian-american-henry,Biography
batho-victorians-1830-1914,Bibliography
batho-victorians-1830-1914,"Criticism, interpretation, etc."
conrad-victory-island-tale,Fiction
macaulay-views-vagabonds,Fiction
waugh-vile-bodies,Fiction
henry-villa-elsa,Fiction
kaye-smith-village-doctor,Fiction
mcalmon-village-happened-fifteen,Fiction
sholokhov-virgin-soil-upturned,Fiction
sholokhov-virgin-soil-upturned,Translations
holtby-virginia-woolf-critical,Biographies
holtby-virginia-woolf-critical,Biography
thackeray-virginians-tale-last,Fiction
thackeray-virginians-tale-last,History
woolf-voyage,Fiction
lindsay-voyage-arcturus,Fiction
lindsay-voyage-arcturus,Science fiction
glicksberg-walt-whitman-civil,History
walt-whitman-study,Biography
benson-walter-pater,Biography
kessler-walter-rathenau-life,Biography
kessler-walter-rathenau-life,"Criticism, interpretation, etc."
lucas-wanderer-rome,Biography
dane-wandering-stars,Fiction
macdonald-warrant-x,Fiction
mason-washington-legation-murders,Fiction
eliot-waste-land,Poetry
granville-barker-waste-play-four,Drama
granville-barker-waste-play-four,Plays
james-watch-ward,Fiction
herbert-water-gipsies,Fiction
mackenzie-water-brain,Fiction
waugh-waugh-abyssinia,History
woolf-waves,Experimental fiction
woolf-waves,Fiction
woolf-waves,Psychological fiction
mckenna-way-phoenix,Fiction
forrest-ways-escape,Fiction
dujardin-well-woods,Fiction
dujardin-well-woods,Novels
dujardin-well-woods,Stream of consciousness fiction
boyle-wedding-day-stories,Fiction
synge-well-saints-play,Drama
synge-well-saints-play,Plays
synge-well-saints-play,Specimens
kingsley-westward-ho-voyages,Fiction
kingsley-westward-ho-voyages,History
arnold-happened-andals,Fiction
delafield-love,Fiction
james-maisie-knew,Fiction
macaulay-prophetic-comedy,Fiction
yeats-wheels-butterflies,Drama
merrick-love-flies-o,Romance fiction
andreyev-king-loses-head,Russian fiction
andreyev-king-loses-head,Short stories
andreyev-king-loses-head,Translations
ford-wicked-man,Fiction
forster-angels-fear-tread,Fiction
boyle-white-horses-vienna,Fiction
young-white-ladies,Fiction
galsworthy-white-monkey,Fiction
williams-white-mule,Fiction
powys-white-paternoster-stories,Fiction
de-la-roche-whiteoaks,Domestic fiction
de-la-roche-whiteoaks,Fiction
bentley-whole-story,Fiction
sayers-whose-body,Fiction
black-like,Fiction
de-kruif-keep-alive,Paperbacks
de-kruif-keep-alive,Roman (upright typeface group)
de-kruif-keep-alive,Wrappers (book covers)
sudermann-wife-steffen-tromholt,Fiction
lewis-wild-body,Collections
lewis-wild-body,Fiction
dane-wild-decembers,Drama
undset-wild-orchid,Fiction
